Unnamed: 0	Description	CancerType	ClassType	Iteration	fold	Algorithm	DefaultParameters	AUROC
793	Clinical	TCGA_LUAD	PFI	4	4	svm	0	0.6
794	Clinical	TCGA_LUAD	PFI	4	5	svm	0	0.752380952380952
795	Clinical	TCGA_LUAD	PFI	5	1	svm	0	0.8533333333333329
796	Clinical	TCGA_LUAD	PFI	5	2	svm	0	0.537777777777778
797	Clinical	TCGA_LUAD	PFI	5	3	svm	0	0.5933333333333329
798	Clinical	TCGA_LUAD	PFI	5	4	svm	0	0.662222222222222
799	Clinical	TCGA_LUAD	PFI	5	5	svm	0	0.7285714285714291
800	Clinical	TCGA_LUAD	PFI	1	1	xgboost	0	0.586666666666667
801	Clinical	TCGA_LUAD	PFI	1	2	xgboost	0	0.7088888888888891
802	Clinical	TCGA_LUAD	PFI	1	3	xgboost	0	0.4866666666666671
803	Clinical	TCGA_LUAD	PFI	1	4	xgboost	0	0.6466666666666671
804	Clinical	TCGA_LUAD	PFI	1	5	xgboost	0	0.414285714285714
805	Clinical	TCGA_LUAD	PFI	2	1	xgboost	0	0.613333333333333
806	Clinical	TCGA_LUAD	PFI	2	2	xgboost	0	0.564444444444445
807	Clinical	TCGA_LUAD	PFI	2	3	xgboost	0	0.744444444444444
808	Clinical	TCGA_LUAD	PFI	2	4	xgboost	0	0.568888888888889
809	Clinical	TCGA_LUAD	PFI	2	5	xgboost	0	0.6761904761904761
810	Clinical	TCGA_LUAD	PFI	3	1	xgboost	0	0.653333333333333
811	Clinical	TCGA_LUAD	PFI	3	2	xgboost	0	0.5044444444444439
812	Clinical	TCGA_LUAD	PFI	3	3	xgboost	0	0.517777777777778
813	Clinical	TCGA_LUAD	PFI	3	4	xgboost	0	0.7288888888888891
814	Clinical	TCGA_LUAD	PFI	3	5	xgboost	0	0.60952380952381
815	Clinical	TCGA_LUAD	PFI	4	1	xgboost	0	0.571111111111111
816	Clinical	TCGA_LUAD	PFI	4	2	xgboost	0	0.7133333333333329
817	Clinical	TCGA_LUAD	PFI	4	3	xgboost	0	0.5955555555555561
818	Clinical	TCGA_LUAD	PFI	4	4	xgboost	0	0.5111111111111111
819	Clinical	TCGA_LUAD	PFI	4	5	xgboost	0	0.6523809523809521
820	Clinical	TCGA_LUAD	PFI	5	1	xgboost	0	0.602222222222222
821	Clinical	TCGA_LUAD	PFI	5	2	xgboost	0	0.497777777777778
822	Clinical	TCGA_LUAD	PFI	5	3	xgboost	0	0.56
823	Clinical	TCGA_LUAD	PFI	5	4	xgboost	0	0.626666666666667
824	Clinical	TCGA_LUAD	PFI	5	5	xgboost	0	0.723809523809524
825	Clinical	TCGA_LUAD	PFI	1	1	logistic_regression	0	0.537777777777778
826	Clinical	TCGA_LUAD	PFI	1	2	logistic_regression	0	0.76
827	Clinical	TCGA_LUAD	PFI	1	3	logistic_regression	0	0.666666666666667
828	Clinical	TCGA_LUAD	PFI	1	4	logistic_regression	0	0.8177777777777779
829	Clinical	TCGA_LUAD	PFI	1	5	logistic_regression	0	0.5714285714285711
830	Clinical	TCGA_LUAD	PFI	2	1	logistic_regression	0	0.9111111111111108
831	Clinical	TCGA_LUAD	PFI	2	2	logistic_regression	0	0.5333333333333329
832	Clinical	TCGA_LUAD	PFI	2	3	logistic_regression	0	0.666666666666667
833	Clinical	TCGA_LUAD	PFI	2	4	logistic_regression	0	0.7022222222222221
834	Clinical	TCGA_LUAD	PFI	2	5	logistic_regression	0	0.7190476190476189
835	Clinical	TCGA_LUAD	PFI	3	1	logistic_regression	0	0.6711111111111109
836	Clinical	TCGA_LUAD	PFI	3	2	logistic_regression	0	0.582222222222222
837	Clinical	TCGA_LUAD	PFI	3	3	logistic_regression	0	0.6444444444444439
838	Clinical	TCGA_LUAD	PFI	3	4	logistic_regression	0	0.782222222222222
839	Clinical	TCGA_LUAD	PFI	3	5	logistic_regression	0	0.733333333333333
840	Clinical	TCGA_LUAD	PFI	4	1	logistic_regression	0	0.52
841	Clinical	TCGA_LUAD	PFI	4	2	logistic_regression	0	0.6888888888888891
842	Clinical	TCGA_LUAD	PFI	4	3	logistic_regression	0	0.68
843	Clinical	TCGA_LUAD	PFI	4	4	logistic_regression	0	0.555555555555555
844	Clinical	TCGA_LUAD	PFI	4	5	logistic_regression	0	0.747619047619048
845	Clinical	TCGA_LUAD	PFI	5	1	logistic_regression	0	0.693333333333333
846	Clinical	TCGA_LUAD	PFI	5	2	logistic_regression	0	0.5466666666666671
847	Clinical	TCGA_LUAD	PFI	5	3	logistic_regression	0	0.622222222222222
848	Clinical	TCGA_LUAD	PFI	5	4	logistic_regression	0	0.608888888888889
849	Clinical	TCGA_LUAD	PFI	5	5	logistic_regression	0	0.757142857142857
875	Clinical	TCGA_LUAD	PFI	1	1	random_forest	0	0.5244444444444439
876	Clinical	TCGA_LUAD	PFI	1	2	random_forest	0	0.6977777777777779
877	Clinical	TCGA_LUAD	PFI	1	3	random_forest	0	0.4533333333333329
878	Clinical	TCGA_LUAD	PFI	1	4	random_forest	0	0.613333333333333
879	Clinical	TCGA_LUAD	PFI	1	5	random_forest	0	0.4690476190476189
880	Clinical	TCGA_LUAD	PFI	2	1	random_forest	0	0.651111111111111
881	Clinical	TCGA_LUAD	PFI	2	2	random_forest	0	0.602222222222222
882	Clinical	TCGA_LUAD	PFI	2	3	random_forest	0	0.626666666666666
883	Clinical	TCGA_LUAD	PFI	2	4	random_forest	0	0.5466666666666671
884	Clinical	TCGA_LUAD	PFI	2	5	random_forest	0	0.70952380952381
885	Clinical	TCGA_LUAD	PFI	3	1	random_forest	0	0.6888888888888891
886	Clinical	TCGA_LUAD	PFI	3	2	random_forest	0	0.537777777777778
887	Clinical	TCGA_LUAD	PFI	3	3	random_forest	0	0.575555555555556
888	Clinical	TCGA_LUAD	PFI	3	4	random_forest	0	0.637777777777778
889	Clinical	TCGA_LUAD	PFI	3	5	random_forest	0	0.5095238095238089
890	Clinical	TCGA_LUAD	PFI	4	1	random_forest	0	0.64
891	Clinical	TCGA_LUAD	PFI	4	2	random_forest	0	0.5622222222222221
892	Clinical	TCGA_LUAD	PFI	4	3	random_forest	0	0.7911111111111109
893	Clinical	TCGA_LUAD	PFI	4	4	random_forest	0	0.566666666666667
894	Clinical	TCGA_LUAD	PFI	4	5	random_forest	0	0.621428571428572
895	Clinical	TCGA_LUAD	PFI	5	1	random_forest	0	0.675555555555556
896	Clinical	TCGA_LUAD	PFI	5	2	random_forest	0	0.471111111111111
897	Clinical	TCGA_LUAD	PFI	5	3	random_forest	0	0.544444444444444
898	Clinical	TCGA_LUAD	PFI	5	4	random_forest	0	0.6555555555555551
899	Clinical	TCGA_LUAD	PFI	5	5	random_forest	0	0.671428571428571
900	Clinical	TCGA_HNSC	PFI	1	1	naiveBayes	0	0.7012383900928791
901	Clinical	TCGA_HNSC	PFI	1	2	naiveBayes	0	0.5386996904024771
902	Clinical	TCGA_HNSC	PFI	1	3	naiveBayes	0	0.690625
903	Clinical	TCGA_HNSC	PFI	1	4	naiveBayes	0	0.746875
904	Clinical	TCGA_HNSC	PFI	1	5	naiveBayes	0	0.671052631578947
905	Clinical	TCGA_HNSC	PFI	2	1	naiveBayes	0	0.696594427244582
906	Clinical	TCGA_HNSC	PFI	2	2	naiveBayes	0	0.504643962848297
907	Clinical	TCGA_HNSC	PFI	2	3	naiveBayes	0	0.59375
908	Clinical	TCGA_HNSC	PFI	2	4	naiveBayes	0	0.365625
909	Clinical	TCGA_HNSC	PFI	2	5	naiveBayes	0	0.5526315789473679
910	Clinical	TCGA_HNSC	PFI	3	1	naiveBayes	0	0.7120743034055731
911	Clinical	TCGA_HNSC	PFI	3	2	naiveBayes	0	0.78328173374613
912	Clinical	TCGA_HNSC	PFI	3	3	naiveBayes	0	0.525
913	Clinical	TCGA_HNSC	PFI	3	4	naiveBayes	0	0.56875
914	Clinical	TCGA_HNSC	PFI	3	5	naiveBayes	0	0.532894736842105
915	Clinical	TCGA_HNSC	PFI	4	1	naiveBayes	0	0.746130030959752
916	Clinical	TCGA_HNSC	PFI	4	2	naiveBayes	0	0.6284829721362231
917	Clinical	TCGA_HNSC	PFI	4	3	naiveBayes	0	0.55625
918	Clinical	TCGA_HNSC	PFI	4	4	naiveBayes	0	0.65
919	Clinical	TCGA_HNSC	PFI	4	5	naiveBayes	0	0.575657894736842
920	Clinical	TCGA_HNSC	PFI	5	1	naiveBayes	0	0.5386996904024771
921	Clinical	TCGA_HNSC	PFI	5	2	naiveBayes	0	0.535603715170279
922	Clinical	TCGA_HNSC	PFI	5	3	naiveBayes	0	0.5875
923	Clinical	TCGA_HNSC	PFI	5	4	naiveBayes	0	0.678125
924	Clinical	TCGA_HNSC	PFI	5	5	naiveBayes	0	0.825657894736842
925	Clinical	TCGA_HNSC	PFI	1	1	glmnet	0	0.582043343653251
926	Clinical	TCGA_HNSC	PFI	1	2	glmnet	0	0.659442724458204
927	Clinical	TCGA_HNSC	PFI	1	3	glmnet	0	0.6625
928	Clinical	TCGA_HNSC	PFI	1	4	glmnet	0	0.7203125
929	Clinical	TCGA_HNSC	PFI	1	5	glmnet	0	0.6875
930	Clinical	TCGA_HNSC	PFI	2	1	glmnet	0	0.656346749226006
931	Clinical	TCGA_HNSC	PFI	2	2	glmnet	0	0.504643962848297
932	Clinical	TCGA_HNSC	PFI	2	3	glmnet	0	0.596875
933	Clinical	TCGA_HNSC	PFI	2	4	glmnet	0	0.6375
934	Clinical	TCGA_HNSC	PFI	2	5	glmnet	0	0.625
935	Clinical	TCGA_HNSC	PFI	3	1	glmnet	0	0.7182662538699691
936	Clinical	TCGA_HNSC	PFI	3	2	glmnet	0	0.74922600619195
937	Clinical	TCGA_HNSC	PFI	3	3	glmnet	0	0.615625
938	Clinical	TCGA_HNSC	PFI	3	4	glmnet	0	0.696875
939	Clinical	TCGA_HNSC	PFI	3	5	glmnet	0	0.5098684210526321
940	Clinical	TCGA_HNSC	PFI	4	1	glmnet	0	0.739938080495356
941	Clinical	TCGA_HNSC	PFI	4	2	glmnet	0	0.588235294117647
942	Clinical	TCGA_HNSC	PFI	4	3	glmnet	0	0.621875
943	Clinical	TCGA_HNSC	PFI	4	4	glmnet	0	0.575
944	Clinical	TCGA_HNSC	PFI	4	5	glmnet	0	0.6447368421052629
945	Clinical	TCGA_HNSC	PFI	5	1	glmnet	0	0.56656346749226
946	Clinical	TCGA_HNSC	PFI	5	2	glmnet	0	0.6346749226006191
947	Clinical	TCGA_HNSC	PFI	5	3	glmnet	0	0.65
948	Clinical	TCGA_HNSC	PFI	5	4	glmnet	0	0.721875
949	Clinical	TCGA_HNSC	PFI	5	5	glmnet	0	0.8322368421052628
950	Clinical	TCGA_HNSC	PFI	1	1	knn	0	0.5448916408668729
951	Clinical	TCGA_HNSC	PFI	1	2	knn	0	0.6532507739938079
952	Clinical	TCGA_HNSC	PFI	1	3	knn	0	0.5640625
953	Clinical	TCGA_HNSC	PFI	1	4	knn	0	0.546875
954	Clinical	TCGA_HNSC	PFI	1	5	knn	0	0.766447368421053
955	Clinical	TCGA_HNSC	PFI	2	1	knn	0	0.6873065015479879
956	Clinical	TCGA_HNSC	PFI	2	2	knn	0	0.588235294117647
957	Clinical	TCGA_HNSC	PFI	2	3	knn	0	0.609375
958	Clinical	TCGA_HNSC	PFI	2	4	knn	0	0.68125
959	Clinical	TCGA_HNSC	PFI	2	5	knn	0	0.6447368421052629
960	Clinical	TCGA_HNSC	PFI	3	1	knn	0	0.752321981424148
961	Clinical	TCGA_HNSC	PFI	3	2	knn	0	0.63312693498452
962	Clinical	TCGA_HNSC	PFI	3	3	knn	0	0.5359375
963	Clinical	TCGA_HNSC	PFI	3	4	knn	0	0.66875
964	Clinical	TCGA_HNSC	PFI	3	5	knn	0	0.592105263157895
965	Clinical	TCGA_HNSC	PFI	4	1	knn	0	0.752321981424149
966	Clinical	TCGA_HNSC	PFI	4	2	knn	0	0.643962848297214
967	Clinical	TCGA_HNSC	PFI	4	3	knn	0	0.5375
968	Clinical	TCGA_HNSC	PFI	4	4	knn	0	0.5484375
969	Clinical	TCGA_HNSC	PFI	4	5	knn	0	0.7269736842105259
970	Clinical	TCGA_HNSC	PFI	5	1	knn	0	0.5386996904024771
971	Clinical	TCGA_HNSC	PFI	5	2	knn	0	0.569659442724458
972	Clinical	TCGA_HNSC	PFI	5	3	knn	0	0.6484375
973	Clinical	TCGA_HNSC	PFI	5	4	knn	0	0.71875
974	Clinical	TCGA_HNSC	PFI	5	5	knn	0	0.779605263157895
975	Clinical	TCGA_HNSC	PFI	1	1	VFI	0	0.63312693498452
976	Clinical	TCGA_HNSC	PFI	1	2	VFI	0	0.478328173374613
977	Clinical	TCGA_HNSC	PFI	1	3	VFI	0	0.6640625
978	Clinical	TCGA_HNSC	PFI	1	4	VFI	0	0.721875
979	Clinical	TCGA_HNSC	PFI	1	5	VFI	0	0.748355263157895
980	Clinical	TCGA_HNSC	PFI	2	1	VFI	0	0.657894736842105
981	Clinical	TCGA_HNSC	PFI	2	2	VFI	0	0.541795665634675
982	Clinical	TCGA_HNSC	PFI	2	3	VFI	0	0.5390625
983	Clinical	TCGA_HNSC	PFI	2	4	VFI	0	0.446875
984	Clinical	TCGA_HNSC	PFI	2	5	VFI	0	0.5723684210526321
985	Clinical	TCGA_HNSC	PFI	3	1	VFI	0	0.753869969040248
986	Clinical	TCGA_HNSC	PFI	3	2	VFI	0	0.647058823529412
987	Clinical	TCGA_HNSC	PFI	3	3	VFI	0	0.6
988	Clinical	TCGA_HNSC	PFI	3	4	VFI	0	0.70625
989	Clinical	TCGA_HNSC	PFI	3	5	VFI	0	0.537828947368421
990	Clinical	TCGA_HNSC	PFI	4	1	VFI	0	0.68266253869969
991	Clinical	TCGA_HNSC	PFI	4	2	VFI	0	0.602167182662539
992	Clinical	TCGA_HNSC	PFI	4	3	VFI	0	0.503125
993	Clinical	TCGA_HNSC	PFI	4	4	VFI	0	0.615625
994	Clinical	TCGA_HNSC	PFI	4	5	VFI	0	0.608552631578947
995	Clinical	TCGA_HNSC	PFI	5	1	VFI	0	0.54953560371517
996	Clinical	TCGA_HNSC	PFI	5	2	VFI	0	0.5975232198142421
997	Clinical	TCGA_HNSC	PFI	5	3	VFI	0	0.653125
998	Clinical	TCGA_HNSC	PFI	5	4	VFI	0	0.59375
999	Clinical	TCGA_HNSC	PFI	5	5	VFI	0	0.753289473684211
1000	Clinical	TCGA_HNSC	PFI	1	1	svm	0	0.496904024767802
1001	Clinical	TCGA_HNSC	PFI	1	2	svm	0	0.594427244582043
1002	Clinical	TCGA_HNSC	PFI	1	3	svm	0	0.428125
1003	Clinical	TCGA_HNSC	PFI	1	4	svm	0	0.5375
1004	Clinical	TCGA_HNSC	PFI	1	5	svm	0	0.661184210526316
1005	Clinical	TCGA_HNSC	PFI	2	1	svm	0	0.603715170278638
1006	Clinical	TCGA_HNSC	PFI	2	2	svm	0	0.6006191950464399
1007	Clinical	TCGA_HNSC	PFI	2	3	svm	0	0.659375
1008	Clinical	TCGA_HNSC	PFI	2	4	svm	0	0.5859375
1009	Clinical	TCGA_HNSC	PFI	2	5	svm	0	0.618421052631579
1010	Clinical	TCGA_HNSC	PFI	3	1	svm	0	0.7058823529411759
1011	Clinical	TCGA_HNSC	PFI	3	2	svm	0	0.6362229102167181
1012	Clinical	TCGA_HNSC	PFI	3	3	svm	0	0.609375
1013	Clinical	TCGA_HNSC	PFI	3	4	svm	0	0.56875
1014	Clinical	TCGA_HNSC	PFI	3	5	svm	0	0.595394736842105
1015	Clinical	TCGA_HNSC	PFI	4	1	svm	0	0.470588235294118
1016	Clinical	TCGA_HNSC	PFI	4	2	svm	0	0.51702786377709
1017	Clinical	TCGA_HNSC	PFI	4	3	svm	0	0.328125
1018	Clinical	TCGA_HNSC	PFI	4	4	svm	0	0.5953125
1019	Clinical	TCGA_HNSC	PFI	4	5	svm	0	0.6052631578947371
1020	Clinical	TCGA_HNSC	PFI	5	1	svm	0	0.560371517027864
1021	Clinical	TCGA_HNSC	PFI	5	2	svm	0	0.5123839009287929
1022	Clinical	TCGA_HNSC	PFI	5	3	svm	0	0.6765625
1023	Clinical	TCGA_HNSC	PFI	5	4	svm	0	0.6078125
1024	Clinical	TCGA_HNSC	PFI	5	5	svm	0	0.411184210526316
1025	Clinical	TCGA_HNSC	PFI	1	1	xgboost	0	0.535603715170279
1026	Clinical	TCGA_HNSC	PFI	1	2	xgboost	0	0.560371517027864
1027	Clinical	TCGA_HNSC	PFI	1	3	xgboost	0	0.565625
1028	Clinical	TCGA_HNSC	PFI	1	4	xgboost	0	0.6125
1029	Clinical	TCGA_HNSC	PFI	1	5	xgboost	0	0.6677631578947371
1030	Clinical	TCGA_HNSC	PFI	2	1	xgboost	0	0.495356037151703
1031	Clinical	TCGA_HNSC	PFI	2	2	xgboost	0	0.594427244582043
1032	Clinical	TCGA_HNSC	PFI	2	3	xgboost	0	0.421875
1033	Clinical	TCGA_HNSC	PFI	2	4	xgboost	0	0.565625
1034	Clinical	TCGA_HNSC	PFI	2	5	xgboost	0	0.6052631578947371
1035	Clinical	TCGA_HNSC	PFI	3	1	xgboost	0	0.656346749226006
1036	Clinical	TCGA_HNSC	PFI	3	2	xgboost	0	0.495356037151703
1037	Clinical	TCGA_HNSC	PFI	3	3	xgboost	0	0.48125
1038	Clinical	TCGA_HNSC	PFI	3	4	xgboost	0	0.49375
1039	Clinical	TCGA_HNSC	PFI	3	5	xgboost	0	0.476973684210526
1040	Clinical	TCGA_HNSC	PFI	4	1	xgboost	0	0.492260061919505
1041	Clinical	TCGA_HNSC	PFI	4	2	xgboost	0	0.594427244582043
1042	Clinical	TCGA_HNSC	PFI	4	3	xgboost	0	0.571875
1043	Clinical	TCGA_HNSC	PFI	4	4	xgboost	0	0.434375
1044	Clinical	TCGA_HNSC	PFI	4	5	xgboost	0	0.588815789473684
1045	Clinical	TCGA_HNSC	PFI	5	1	xgboost	0	0.5386996904024771
1046	Clinical	TCGA_HNSC	PFI	5	2	xgboost	0	0.557275541795666
1047	Clinical	TCGA_HNSC	PFI	5	3	xgboost	0	0.5640625
1048	Clinical	TCGA_HNSC	PFI	5	4	xgboost	0	0.6578125
1049	Clinical	TCGA_HNSC	PFI	5	5	xgboost	0	0.720394736842105
1050	Clinical	TCGA_HNSC	PFI	1	1	logistic_regression	0	0.582043343653251
1051	Clinical	TCGA_HNSC	PFI	1	2	logistic_regression	0	0.6130030959752321
1052	Clinical	TCGA_HNSC	PFI	1	3	logistic_regression	0	0.61875
1053	Clinical	TCGA_HNSC	PFI	1	4	logistic_regression	0	0.559375
1054	Clinical	TCGA_HNSC	PFI	1	5	logistic_regression	0	0.6809210526315791
1055	Clinical	TCGA_HNSC	PFI	2	1	logistic_regression	0	0.625386996904025
1056	Clinical	TCGA_HNSC	PFI	2	2	logistic_regression	0	0.5201238390092879
1057	Clinical	TCGA_HNSC	PFI	2	3	logistic_regression	0	0.6
1058	Clinical	TCGA_HNSC	PFI	2	4	logistic_regression	0	0.6
1059	Clinical	TCGA_HNSC	PFI	2	5	logistic_regression	0	0.6052631578947371
1060	Clinical	TCGA_HNSC	PFI	3	1	logistic_regression	0	0.631578947368421
1061	Clinical	TCGA_HNSC	PFI	3	2	logistic_regression	0	0.647058823529412
1062	Clinical	TCGA_HNSC	PFI	3	3	logistic_regression	0	0.621875
1063	Clinical	TCGA_HNSC	PFI	3	4	logistic_regression	0	0.625
1064	Clinical	TCGA_HNSC	PFI	3	5	logistic_regression	0	0.470394736842105
1065	Clinical	TCGA_HNSC	PFI	4	1	logistic_regression	0	0.6656346749226011
1066	Clinical	TCGA_HNSC	PFI	4	2	logistic_regression	0	0.6130030959752321
1067	Clinical	TCGA_HNSC	PFI	4	3	logistic_regression	0	0.6
1068	Clinical	TCGA_HNSC	PFI	4	4	logistic_regression	0	0.6
1069	Clinical	TCGA_HNSC	PFI	4	5	logistic_regression	0	0.657894736842105
1070	Clinical	TCGA_HNSC	PFI	5	1	logistic_regression	0	0.6068111455108361
1071	Clinical	TCGA_HNSC	PFI	5	2	logistic_regression	0	0.513931888544892
1072	Clinical	TCGA_HNSC	PFI	5	3	logistic_regression	0	0.64375
1073	Clinical	TCGA_HNSC	PFI	5	4	logistic_regression	0	0.66875
1074	Clinical	TCGA_HNSC	PFI	5	5	logistic_regression	0	0.8190789473684209
1100	Clinical	TCGA_HNSC	PFI	1	1	random_forest	0	0.575851393188854
1101	Clinical	TCGA_HNSC	PFI	1	2	random_forest	0	0.648606811145511
1102	Clinical	TCGA_HNSC	PFI	1	3	random_forest	0	0.5921875
1103	Clinical	TCGA_HNSC	PFI	1	4	random_forest	0	0.7703125
1104	Clinical	TCGA_HNSC	PFI	1	5	random_forest	0	0.7434210526315791
1105	Clinical	TCGA_HNSC	PFI	2	1	random_forest	0	0.657894736842105
1106	Clinical	TCGA_HNSC	PFI	2	2	random_forest	0	0.656346749226006
1107	Clinical	TCGA_HNSC	PFI	2	3	random_forest	0	0.5234375
1108	Clinical	TCGA_HNSC	PFI	2	4	random_forest	0	0.65625
1109	Clinical	TCGA_HNSC	PFI	2	5	random_forest	0	0.643092105263158
1110	Clinical	TCGA_HNSC	PFI	3	1	random_forest	0	0.7925696594427242
1111	Clinical	TCGA_HNSC	PFI	3	2	random_forest	0	0.637770897832817
1112	Clinical	TCGA_HNSC	PFI	3	3	random_forest	0	0.5390625
1113	Clinical	TCGA_HNSC	PFI	3	4	random_forest	0	0.675
1114	Clinical	TCGA_HNSC	PFI	3	5	random_forest	0	0.606907894736842
1115	Clinical	TCGA_HNSC	PFI	4	1	random_forest	0	0.729102167182663
1116	Clinical	TCGA_HNSC	PFI	4	2	random_forest	0	0.696594427244582
1117	Clinical	TCGA_HNSC	PFI	4	3	random_forest	0	0.5703125
1118	Clinical	TCGA_HNSC	PFI	4	4	random_forest	0	0.5109375
1119	Clinical	TCGA_HNSC	PFI	4	5	random_forest	0	0.648026315789474
1120	Clinical	TCGA_HNSC	PFI	5	1	random_forest	0	0.555727554179567
1121	Clinical	TCGA_HNSC	PFI	5	2	random_forest	0	0.582043343653251
1122	Clinical	TCGA_HNSC	PFI	5	3	random_forest	0	0.5984375
1123	Clinical	TCGA_HNSC	PFI	5	4	random_forest	0	0.69375
1124	Clinical	TCGA_HNSC	PFI	5	5	random_forest	0	0.810855263157895
1125	Clinical	TCGA_BLCA	PFI	1	1	naiveBayes	0	0.653846153846154
1126	Clinical	TCGA_BLCA	PFI	1	2	naiveBayes	0	0.619230769230769
1127	Clinical	TCGA_BLCA	PFI	1	3	naiveBayes	0	0.51417004048583
1128	Clinical	TCGA_BLCA	PFI	1	4	naiveBayes	0	0.566801619433199
1129	Clinical	TCGA_BLCA	PFI	1	5	naiveBayes	0	0.5625
1130	Clinical	TCGA_BLCA	PFI	2	1	naiveBayes	0	0.523076923076923
1131	Clinical	TCGA_BLCA	PFI	2	2	naiveBayes	0	0.473076923076923
1132	Clinical	TCGA_BLCA	PFI	2	3	naiveBayes	0	0.676113360323887
1133	Clinical	TCGA_BLCA	PFI	2	4	naiveBayes	0	0.6072874493927131
1134	Clinical	TCGA_BLCA	PFI	2	5	naiveBayes	0	0.570833333333333
1135	Clinical	TCGA_BLCA	PFI	3	1	naiveBayes	0	0.623076923076923
1136	Clinical	TCGA_BLCA	PFI	3	2	naiveBayes	0	0.638461538461539
1137	Clinical	TCGA_BLCA	PFI	3	3	naiveBayes	0	0.3522267206477729
1138	Clinical	TCGA_BLCA	PFI	3	4	naiveBayes	0	0.7125506072874491
1139	Clinical	TCGA_BLCA	PFI	3	5	naiveBayes	0	0.629166666666667
1140	Clinical	TCGA_BLCA	PFI	4	1	naiveBayes	0	0.5538461538461539
1141	Clinical	TCGA_BLCA	PFI	4	2	naiveBayes	0	0.642307692307692
1142	Clinical	TCGA_BLCA	PFI	4	3	naiveBayes	0	0.615384615384615
1143	Clinical	TCGA_BLCA	PFI	4	4	naiveBayes	0	0.7327935222672071
1144	Clinical	TCGA_BLCA	PFI	4	5	naiveBayes	0	0.5125
1145	Clinical	TCGA_BLCA	PFI	5	1	naiveBayes	0	0.523076923076923
1146	Clinical	TCGA_BLCA	PFI	5	2	naiveBayes	0	0.430769230769231
1147	Clinical	TCGA_BLCA	PFI	5	3	naiveBayes	0	0.546558704453441
1148	Clinical	TCGA_BLCA	PFI	5	4	naiveBayes	0	0.7489878542510121
1149	Clinical	TCGA_BLCA	PFI	5	5	naiveBayes	0	0.716666666666667
1150	Clinical	TCGA_BLCA	PFI	1	1	knn	0	0.5807692307692309
1151	Clinical	TCGA_BLCA	PFI	1	2	knn	0	0.546153846153846
1152	Clinical	TCGA_BLCA	PFI	1	3	knn	0	0.52834008097166
1153	Clinical	TCGA_BLCA	PFI	1	4	knn	0	0.506072874493927
1154	Clinical	TCGA_BLCA	PFI	1	5	knn	0	0.4375
1155	Clinical	TCGA_BLCA	PFI	2	1	knn	0	0.5038461538461539
1156	Clinical	TCGA_BLCA	PFI	2	2	knn	0	0.515384615384615
1157	Clinical	TCGA_BLCA	PFI	2	3	knn	0	0.58502024291498
1158	Clinical	TCGA_BLCA	PFI	2	4	knn	0	0.6477732793522271
1159	Clinical	TCGA_BLCA	PFI	2	5	knn	0	0.4375
1160	Clinical	TCGA_BLCA	PFI	3	1	knn	0	0.532692307692308
1161	Clinical	TCGA_BLCA	PFI	3	2	knn	0	0.326923076923077
1162	Clinical	TCGA_BLCA	PFI	3	3	knn	0	0.4534412955465589
1163	Clinical	TCGA_BLCA	PFI	3	4	knn	0	0.633603238866397
1164	Clinical	TCGA_BLCA	PFI	3	5	knn	0	0.610416666666667
1165	Clinical	TCGA_BLCA	PFI	4	1	knn	0	0.392307692307692
1166	Clinical	TCGA_BLCA	PFI	4	2	knn	0	0.634615384615385
1167	Clinical	TCGA_BLCA	PFI	4	3	knn	0	0.48582995951417
1168	Clinical	TCGA_BLCA	PFI	4	4	knn	0	0.637651821862348
1169	Clinical	TCGA_BLCA	PFI	4	5	knn	0	0.51875
1170	Clinical	TCGA_BLCA	PFI	5	1	knn	0	0.488461538461539
1171	Clinical	TCGA_BLCA	PFI	5	2	knn	0	0.373076923076923
1172	Clinical	TCGA_BLCA	PFI	5	3	knn	0	0.5485829959514171
1173	Clinical	TCGA_BLCA	PFI	5	4	knn	0	0.591093117408907
1174	Clinical	TCGA_BLCA	PFI	5	5	knn	0	0.547916666666667
1175	Clinical	TCGA_BLCA	PFI	1	1	glmnet	0	0.642307692307692
1176	Clinical	TCGA_BLCA	PFI	1	2	glmnet	0	0.665384615384615
1177	Clinical	TCGA_BLCA	PFI	1	3	glmnet	0	0.6923076923076921
1178	Clinical	TCGA_BLCA	PFI	1	4	glmnet	0	0.615384615384615
1179	Clinical	TCGA_BLCA	PFI	1	5	glmnet	0	0.566666666666667
1180	Clinical	TCGA_BLCA	PFI	2	1	glmnet	0	0.607692307692308
1181	Clinical	TCGA_BLCA	PFI	2	2	glmnet	0	0.480769230769231
1182	Clinical	TCGA_BLCA	PFI	2	3	glmnet	0	0.6477732793522271
1183	Clinical	TCGA_BLCA	PFI	2	4	glmnet	0	0.7085020242914979
1184	Clinical	TCGA_BLCA	PFI	2	5	glmnet	0	0.7375
1185	Clinical	TCGA_BLCA	PFI	3	1	glmnet	0	0.7769230769230769
1186	Clinical	TCGA_BLCA	PFI	3	2	glmnet	0	0.788461538461539
1187	Clinical	TCGA_BLCA	PFI	3	3	glmnet	0	0.538461538461538
1188	Clinical	TCGA_BLCA	PFI	3	4	glmnet	0	0.736842105263158
1189	Clinical	TCGA_BLCA	PFI	3	5	glmnet	0	0.6125
1190	Clinical	TCGA_BLCA	PFI	4	1	glmnet	0	0.592307692307692
1191	Clinical	TCGA_BLCA	PFI	4	2	glmnet	0	0.7307692307692311
